timestamp,Close
2019-09-08 16:00:00+00:00,10340.12
2019-09-08 20:00:00+00:00,10391.63
2019-09-09 00:00:00+00:00,10297.89
2019-09-09 04:00:00+00:00,10149.47
2019-09-09 08:00:00+00:00,10414.6
2019-09-09 12:00:00+00:00,10314.26
2019-09-09 16:00:00+00:00,10308.87
2019-09-09 20:00:00+00:00,10307.0
2019-09-10 00:00:00+00:00,10307.25
2019-09-10 04:00:00+00:00,10272.46
2019-09-10 08:00:00+00:00,10254.56
2019-09-10 12:00:00+00:00,10179.1
2019-09-10 16:00:00+00:00,10026.56
2019-09-10 20:00:00+00:00,10102.02
2019-09-11 00:00:00+00:00,10093.88
2019-09-11 04:00:00+00:00,10067.46
2019-09-11 08:00:00+00:00,10070.53
2019-09-11 12:00:00+00:00,9991.84
2019-09-11 16:00:00+00:00,10077.6
2019-09-11 20:00:00+00:00,10159.55
2019-09-12 00:00:00+00:00,10113.43
2019-09-12 04:00:00+00:00,10078.96
2019-09-12 08:00:00+00:00,10170.93
2019-09-12 12:00:00+00:00,10326.58
2019-09-12 16:00:00+00:00,10308.8
2019-09-12 20:00:00+00:00,10415.13
2019-09-13 00:00:00+00:00,10364.64
2019-09-13 04:00:00+00:00,10284.03
2019-09-13 08:00:00+00:00,10306.52
2019-09-13 12:00:00+00:00,10296.57
2019-09-13 16:00:00+00:00,10210.25
2019-09-13 20:00:00+00:00,10341.34
2019-09-14 00:00:00+00:00,10280.77
2019-09-14 04:00:00+00:00,10316.67
2019-09-14 08:00:00+00:00,10291.93
2019-09-14 12:00:00+00:00,10358.0
2019-09-14 16:00:00+00:00,10363.8
2019-09-14 20:00:00+00:00,10332.25
2019-09-15 00:00:00+00:00,10303.39
2019-09-15 04:00:00+00:00,10308.96
2019-09-15 08:00:00+00:00,10296.63
2019-09-15 12:00:00+00:00,10306.37
2019-09-15 16:00:00+00:00,10294.68
2019-09-15 20:00:00+00:00,10302.22
2019-09-16 00:00:00+00:00,10300.07
2019-09-16 04:00:00+00:00,10302.3
2019-09-16 08:00:00+00:00,10282.74
2019-09-16 12:00:00+00:00,10120.07
2019-09-16 16:00:00+00:00,10124.17
2019-09-16 20:00:00+00:00,10249.27
2019-09-17 00:00:00+00:00,10224.09
2019-09-17 04:00:00+00:00,10201.89
2019-09-17 08:00:00+00:00,10163.0
2019-09-17 12:00:00+00:00,10201.14
2019-09-17 16:00:00+00:00,10255.91
2019-09-17 20:00:00+00:00,10186.52
2019-09-18 00:00:00+00:00,10206.05
2019-09-18 04:00:00+00:00,10198.54
2019-09-18 08:00:00+00:00,10156.12
2019-09-18 12:00:00+00:00,10172.91
2019-09-18 16:00:00+00:00,10171.17
2019-09-18 20:00:00+00:00,10155.16
2019-09-19 00:00:00+00:00,9821.97
2019-09-19 04:00:00+00:00,9872.38
2019-09-19 08:00:00+00:00,9856.5
2019-09-19 12:00:00+00:00,9880.36
2019-09-19 16:00:00+00:00,10086.98
2019-09-19 20:00:00+00:00,10245.3
2019-09-20 00:00:00+00:00,10214.76
2019-09-20 04:00:00+00:00,10156.45
2019-09-20 08:00:00+00:00,10173.72
2019-09-20 12:00:00+00:00,10180.66
2019-09-20 16:00:00+00:00,10161.6
2019-09-20 20:00:00+00:00,10166.35
2019-09-21 00:00:00+00:00,10124.75
2019-09-21 04:00:00+00:00,10079.89
2019-09-21 08:00:00+00:00,10046.6
2019-09-21 12:00:00+00:00,10037.11
2019-09-21 16:00:00+00:00,10016.8
2019-09-21 20:00:00+00:00,9983.33
2019-09-22 00:00:00+00:00,9872.07
2019-09-22 04:00:00+00:00,10023.53
2019-09-22 08:00:00+00:00,10001.83
2019-09-22 12:00:00+00:00,9989.89
2019-09-22 16:00:00+00:00,9987.48
2019-09-22 20:00:00+00:00,10023.04
2019-09-23 00:00:00+00:00,9975.58
2019-09-23 04:00:00+00:00,9904.0
2019-09-23 08:00:00+00:00,9915.09
2019-09-23 12:00:00+00:00,9867.06
2019-09-23 16:00:00+00:00,9805.1
2019-09-23 20:00:00+00:00,9701.96
2019-09-24 00:00:00+00:00,9718.71
2019-09-24 04:00:00+00:00,9755.67
2019-09-24 08:00:00+00:00,9726.09
2019-09-24 12:00:00+00:00,9530.0
2019-09-24 16:00:00+00:00,8645.61
2019-09-24 20:00:00+00:00,8495.83
2019-09-25 00:00:00+00:00,8565.61
2019-09-25 04:00:00+00:00,8322.35
2019-09-25 08:00:00+00:00,8327.38
2019-09-25 12:00:00+00:00,8293.28
2019-09-25 16:00:00+00:00,8346.96
2019-09-25 20:00:00+00:00,8430.07
2019-09-26 00:00:00+00:00,8361.8
2019-09-26 04:00:00+00:00,8379.0
2019-09-26 08:00:00+00:00,8387.08
2019-09-26 12:00:00+00:00,7921.82
2019-09-26 16:00:00+00:00,8131.12
2019-09-26 20:00:00+00:00,8060.15
2019-09-27 00:00:00+00:00,8019.99
2019-09-27 04:00:00+00:00,8060.01
2019-09-27 08:00:00+00:00,7988.08
2019-09-27 12:00:00+00:00,7977.1
2019-09-27 16:00:00+00:00,7990.7
2019-09-27 20:00:00+00:00,8176.52
2019-09-28 00:00:00+00:00,8164.01
2019-09-28 04:00:00+00:00,8211.76
2019-09-28 08:00:00+00:00,8133.23
2019-09-28 12:00:00+00:00,8064.07
2019-09-28 16:00:00+00:00,8146.66
2019-09-28 20:00:00+00:00,8195.38
2019-09-29 00:00:00+00:00,8130.22
2019-09-29 04:00:00+00:00,8083.08
2019-09-29 08:00:00+00:00,8073.12
2019-09-29 12:00:00+00:00,7965.7
2019-09-29 16:00:00+00:00,7956.4
2019-09-29 20:00:00+00:00,8041.96
2019-09-30 00:00:00+00:00,7972.07
2019-09-30 04:00:00+00:00,7792.82
2019-09-30 08:00:00+00:00,8034.78
2019-09-30 12:00:00+00:00,8280.0
2019-09-30 16:00:00+00:00,8269.65
2019-09-30 20:00:00+00:00,8285.84
2019-10-01 00:00:00+00:00,8392.36
2019-10-01 04:00:00+00:00,8405.03
2019-10-01 08:00:00+00:00,8353.0
2019-10-01 12:00:00+00:00,8361.09
2019-10-01 16:00:00+00:00,8295.66
2019-10-01 20:00:00+00:00,8290.0
2019-10-02 00:00:00+00:00,8239.0
2019-10-02 04:00:00+00:00,8194.52
2019-10-02 08:00:00+00:00,8255.57
2019-10-02 12:00:00+00:00,8230.4
2019-10-02 16:00:00+00:00,8250.79
2019-10-02 20:00:00+00:00,8352.14
2019-10-03 00:00:00+00:00,8323.92
2019-10-03 04:00:00+00:00,8258.14
2019-10-03 08:00:00+00:00,8215.26
2019-10-03 12:00:00+00:00,8104.71
2019-10-03 16:00:00+00:00,8141.03
2019-10-03 20:00:00+00:00,8220.27
2019-10-04 00:00:00+00:00,8101.77
2019-10-04 04:00:00+00:00,8126.61
2019-10-04 08:00:00+00:00,8145.01
2019-10-04 12:00:00+00:00,8140.95
2019-10-04 16:00:00+00:00,8179.0
2019-10-04 20:00:00+00:00,8130.56
2019-10-05 00:00:00+00:00,8131.0
2019-10-05 04:00:00+00:00,8104.88
2019-10-05 08:00:00+00:00,8077.76
2019-10-05 12:00:00+00:00,8077.11
2019-10-05 16:00:00+00:00,8063.96
2019-10-05 20:00:00+00:00,8122.14
2019-10-06 00:00:00+00:00,8039.21
2019-10-06 04:00:00+00:00,7958.19
2019-10-06 08:00:00+00:00,7937.72
2019-10-06 12:00:00+00:00,7995.98
2019-10-06 16:00:00+00:00,7887.04
2019-10-06 20:00:00+00:00,7852.79
2019-10-07 00:00:00+00:00,7859.27
2019-10-07 04:00:00+00:00,7862.0
2019-10-07 08:00:00+00:00,7975.99
2019-10-07 12:00:00+00:00,8174.58
2019-10-07 16:00:00+00:00,8208.75
2019-10-07 20:00:00+00:00,8186.88
2019-10-08 00:00:00+00:00,8255.9
2019-10-08 04:00:00+00:00,8206.24
2019-10-08 08:00:00+00:00,8177.48
2019-10-08 12:00:00+00:00,8182.46
2019-10-08 16:00:00+00:00,8163.54
2019-10-08 20:00:00+00:00,8167.62
2019-10-09 00:00:00+00:00,8119.11
2019-10-09 04:00:00+00:00,8177.4
2019-10-09 08:00:00+00:00,8183.32
2019-10-09 12:00:00+00:00,8550.09
2019-10-09 16:00:00+00:00,8576.37
2019-10-09 20:00:00+00:00,8559.77
2019-10-10 00:00:00+00:00,8541.12
