timestamp,Close
2019-11-27 04:00:00+00:00,146.0
2019-11-27 08:00:00+00:00,146.58
2019-11-27 12:00:00+00:00,150.65
2019-11-27 16:00:00+00:00,153.87
2019-11-27 20:00:00+00:00,152.52
2019-11-28 00:00:00+00:00,152.03
2019-11-28 04:00:00+00:00,151.98
2019-11-28 08:00:00+00:00,151.43
2019-11-28 12:00:00+00:00,153.78
2019-11-28 16:00:00+00:00,153.5
2019-11-28 20:00:00+00:00,150.48
2019-11-29 00:00:00+00:00,152.15
2019-11-29 04:00:00+00:00,152.51
2019-11-29 08:00:00+00:00,153.26
2019-11-29 12:00:00+00:00,156.65
2019-11-29 16:00:00+00:00,154.09
2019-11-29 20:00:00+00:00,154.41
2019-11-30 00:00:00+00:00,153.88
2019-11-30 04:00:00+00:00,154.64
2019-11-30 08:00:00+00:00,152.68
2019-11-30 12:00:00+00:00,151.46
2019-11-30 16:00:00+00:00,150.5
2019-11-30 20:00:00+00:00,151.38
2019-12-01 00:00:00+00:00,147.09
2019-12-01 04:00:00+00:00,146.79
2019-12-01 08:00:00+00:00,147.2
2019-12-01 12:00:00+00:00,149.41
2019-12-01 16:00:00+00:00,150.06
2019-12-01 20:00:00+00:00,150.65
2019-12-02 00:00:00+00:00,149.85
2019-12-02 04:00:00+00:00,148.31
2019-12-02 08:00:00+00:00,148.84
2019-12-02 12:00:00+00:00,148.35
2019-12-02 16:00:00+00:00,147.49
2019-12-02 20:00:00+00:00,148.59
2019-12-03 00:00:00+00:00,149.15
2019-12-03 04:00:00+00:00,148.33
2019-12-03 08:00:00+00:00,146.82
2019-12-03 12:00:00+00:00,148.14
2019-12-03 16:00:00+00:00,147.66
2019-12-03 20:00:00+00:00,147.1
2019-12-04 00:00:00+00:00,144.57
2019-12-04 04:00:00+00:00,144.02
2019-12-04 08:00:00+00:00,145.49
2019-12-04 12:00:00+00:00,149.01
2019-12-04 16:00:00+00:00,149.62
2019-12-04 20:00:00+00:00,145.35
2019-12-05 00:00:00+00:00,144.91
2019-12-05 04:00:00+00:00,145.61
2019-12-05 08:00:00+00:00,146.48
2019-12-05 12:00:00+00:00,146.97
2019-12-05 16:00:00+00:00,147.56
2019-12-05 20:00:00+00:00,148.04
2019-12-06 00:00:00+00:00,147.23
2019-12-06 04:00:00+00:00,147.67
2019-12-06 08:00:00+00:00,146.39
2019-12-06 12:00:00+00:00,147.13
2019-12-06 16:00:00+00:00,148.04
