timestamp,true_label,prob_short,prob_long,vol_regime,signal
2024-11-09 20:00:00,1,0.40000277757644653,0.5999972224235535,low,LONG
2024-11-10 00:00:00,1,0.18185573816299438,0.8181442618370056,low,LONG
2024-11-10 04:00:00,1,0.2584759593009949,0.7415240406990051,low,LONG
2024-11-10 20:00:00,1,0.4395056366920471,0.5604943633079529,low,LONG
2024-11-11 00:00:00,1,0.3457581102848053,0.6542418599128723,low,LONG
2024-11-11 04:00:00,1,0.1565614640712738,0.8434385657310486,low,LONG
2024-11-11 08:00:00,1,0.09179668128490448,0.9082033038139343,low,LONG
2024-11-11 12:00:00,1,0.0872773677110672,0.9127225875854492,low,LONG
2024-11-11 16:00:00,1,0.3130919635295868,0.6869080066680908,low,LONG
2024-11-11 20:00:00,0,0.4829135239124298,0.5170864462852478,mid,NEUTRAL
2024-11-12 04:00:00,0,0.7617403864860535,0.23825958371162415,mid,SHORT
2024-11-12 12:00:00,1,0.6166374087333679,0.38336262106895447,mid,SHORT
2024-11-13 00:00:00,1,0.22865433990955353,0.7713456749916077,mid,LONG
2024-11-13 04:00:00,1,0.11581771820783615,0.884182333946228,mid,LONG
2024-11-13 08:00:00,1,0.23019859194755554,0.7698013782501221,mid,LONG
2024-11-13 12:00:00,0,0.6473160982131958,0.3526838719844818,mid,SHORT
2024-11-14 04:00:00,0,0.8764083981513977,0.12359157204627991,mid,SHORT
2024-11-14 08:00:00,0,0.8830208778381348,0.11697913706302643,mid,SHORT
2024-11-14 16:00:00,0,0.8131857514381409,0.18681420385837555,mid,SHORT
2024-11-14 20:00:00,1,0.5163351893424988,0.4836648106575012,high,NEUTRAL
2024-11-15 04:00:00,1,0.09616386890411377,0.9038361310958862,mid,LONG
2024-11-15 12:00:00,1,0.2595272362232208,0.7404727339744568,mid,LONG
2024-11-17 20:00:00,1,0.5698835253715515,0.4301164746284485,low,SHORT
2024-11-20 00:00:00,1,0.4642913341522217,0.5357087254524231,low,NEUTRAL
2024-11-20 16:00:00,1,0.4934176504611969,0.5065823197364807,low,NEUTRAL
2024-11-20 20:00:00,1,0.569697380065918,0.43030259013175964,low,SHORT
2024-11-21 00:00:00,1,0.5235891938209534,0.47641080617904663,low,NEUTRAL
2024-11-24 20:00:00,0,0.5513966083526611,0.44860339164733887,low,SHORT
2024-11-25 00:00:00,0,0.7088961005210876,0.29110389947891235,low,SHORT
2024-11-25 04:00:00,0,0.8244183659553528,0.17558157444000244,low,SHORT
2024-11-25 08:00:00,0,0.863457441329956,0.13654261827468872,low,SHORT
2024-11-25 12:00:00,0,0.8251040577888489,0.17489588260650635,low,SHORT
2024-11-25 16:00:00,0,0.7044050693511963,0.2955949008464813,low,SHORT
2024-11-26 00:00:00,0,0.5919921398162842,0.4080078899860382,low,SHORT
2024-11-26 04:00:00,0,0.47718167304992676,0.522818386554718,low,NEUTRAL
2024-11-26 20:00:00,1,0.46876952052116394,0.5312305092811584,mid,NEUTRAL
2024-11-27 00:00:00,1,0.07066037505865097,0.9293396472930908,low,LONG
2024-11-27 04:00:00,1,0.054132163524627686,0.9458678960800171,low,LONG
2024-11-27 08:00:00,1,0.05660159885883331,0.9433984160423279,low,LONG
2024-11-28 20:00:00,1,0.34567296504974365,0.6543270349502563,low,LONG
2024-11-29 04:00:00,1,0.06384120881557465,0.9361587762832642,low,LONG
2024-12-04 12:00:00,1,0.1781194806098938,0.8218805193901062,low,LONG
2024-12-04 16:00:00,1,0.29832229018211365,0.701677680015564,low,LONG
2024-12-04 20:00:00,1,0.3134900629520416,0.6865099668502808,low,LONG
2024-12-05 00:00:00,0,0.564771831035614,0.4352281987667084,low,SHORT
2024-12-05 04:00:00,0,0.6424900889396667,0.35750994086265564,low,SHORT
2024-12-05 08:00:00,0,0.5946594476699829,0.4053405523300171,low,SHORT
2024-12-05 12:00:00,0,0.5887846350669861,0.41121530532836914,low,SHORT
2024-12-05 16:00:00,0,0.5793653130531311,0.4206346869468689,mid,NEUTRAL
2024-12-06 00:00:00,1,0.14254972338676453,0.8574502468109131,mid,LONG
2024-12-06 04:00:00,1,0.10809099674224854,0.8919090628623962,mid,LONG
2024-12-06 08:00:00,1,0.23580092191696167,0.7641990780830383,mid,LONG
2024-12-08 20:00:00,0,0.44412729144096375,0.5558727383613586,low,LONG
2024-12-09 04:00:00,0,0.8490430116653442,0.15095698833465576,low,SHORT
2024-12-09 12:00:00,0,0.701811671257019,0.29818832874298096,low,SHORT
2024-12-09 16:00:00,0,0.5358368754386902,0.4641630947589874,low,NEUTRAL
2024-12-10 04:00:00,0,0.620453417301178,0.37954655289649963,mid,SHORT
2024-12-10 08:00:00,0,0.7688307762145996,0.23116925358772278,low,SHORT
2024-12-10 20:00:00,1,0.5431433320045471,0.4568566679954529,mid,NEUTRAL
2024-12-11 00:00:00,1,0.17609627544879913,0.8239037394523621,mid,LONG
2024-12-11 04:00:00,1,0.08954548835754395,0.9104544520378113,low,LONG
