timestamp,close,prob_long,vol_regime,signal,m2_confidence,recommended_size
2026-07-11 12:00:00,64175.75,0.34121623635292053,low,SHORT,0.5900733519202399,0.45036675960119965
2026-07-11 16:00:00,64286.0,0.19568294286727905,low,SHORT,0.7979370248404184,1.0
2026-07-11 20:00:00,63819.0,0.3352619707584381,low,SHORT,0.6199281904614895,0.5996409523074476
2026-07-12 00:00:00,64223.73,0.1681770533323288,low,SHORT,0.8390703502435921,1.0
2026-07-12 04:00:00,63885.27,0.37967008352279663,low,SHORT,0.5451978604832147,0.22598930241607368
2026-07-12 08:00:00,64018.01,0.36220210790634155,low,SHORT,0.5467896420407632,0.233948210203816
2026-07-12 12:00:00,64176.0,0.2894878685474396,low,SHORT,0.6943342966423482,0.9716714832117415
